print_id,title,event,venues,flags,show_detail,tour
318224,Goose Fall-Autumn Rising Foil Tour Poster  23 Blomerth - 1st,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
317971,Goose Champions Koozie 23 - 1st,Goose Spring Tour 2023,*multiple venues,tour matched fuzzily: '2023 Spring'; no parseable event date; no instagram link: Goose,,2023 Spring
317928,Goose Spokane 23 Helton - 1st,"September 22, 2023","Riverfront Park Pavilion - Spokane, WA","venue mismatch on 2023-09-22: EB=['park', 'riverfront', 'pavilion'] db=KettleHouse Amphitheater","2023-09-22 KettleHouse Amphitheater (Bonner-West Riverside, MT)",
317856,Goose Undecided Print 22 Rosenstock - Vinyl,,,unassigned — no show or tour; no parseable event date,,
317854,Goose Salt Lake City 23 Schaw - 1st,"September 20, 2023","Red Butte Garden - Salt Lake City, UT",no instagram link: Peter Schaw,"2023-09-20 Red Butte Garden Amphitheatre (Salt Lake City, UT)",
317827,Goose Thornville [Uncut] 22 Morlan - Web,06/10-11/2022,"Legend Valley - Thornville, OH",no instagram link: Garrett Maurer Morlan,"2022-06-10 Legend Valley (Thornville, OH) | 2022-06-11 Legend Valley (Thornville, OH)",
317820,Goose Thornville N2 22 Morlan - Web,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
317814,Goose Thornville N1 22 Morlan - Web,,"Legend Valley - Thornville, OH",unassigned — no show or tour; no parseable event date; no instagram link: Garrett Maurer Morlan,,
317762,Goose Milwaukee 23 Mazza - 1st,"September 17, 2023","Miller High Life Theatre - Milwaukee, WI",no instagram link: Jim Mazza,"2023-09-17 Miller High Life Theatre (Milwaukee, WI)",
317566,"Goose Autumn Crossing 12"" Vinyl EP 23 - 1st",,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
317533,"Goose Radio City Music Hall New York, NY 12-LP Box Set 22 - 1st",06/24/2022 - 06/25/2022,"Radio City Music Hall - New York City, NY",no instagram link: *Unknown,"2022-06-24 Radio City Music Hall (New York, NY) | 2022-06-25 Radio City Music Hall (New York, NY)",
317526,The el Goose Times Vol. 6 Summer 22 - 1st,Summer 2022,*multiple venues,tour matched fuzzily: '2022 Summer'; no parseable event date; no instagram link: Jon Caruso,,2022 Summer
317521,The el Goose Times Vol. 10 Fall 23 - 1st,Fall Tour 2023,*multiple venues,tour matched fuzzily: '2023 Fall'; no parseable event date; no instagram link: Jon Caruso,,2023 Fall
317519,The el Goose Times Vol. 9 Summer 23 - 1st,Summer 2023,*multiple venues,tour matched fuzzily: '2023 Summer'; no parseable event date; no instagram link: Jon Caruso,,2023 Summer
317518,The el Goose Times Vol. 8 Spring 23 - 1st,Spring 2023,*multiple venues,tour matched fuzzily: '2023 Spring'; no parseable event date; no instagram link: Jon Caruso,,2023 Spring
317517,The el Goose Times Capitol Theatre Special Edition Winter 23 - 1st,Capitol Theatre,"Capitol Theatre - Port Chester, NY",unassigned — no show or tour; no parseable event date; no instagram link: Jon Caruso,,
317516,"The el Goose Times ""TABoose"" Tour Fall 22 - 1st","""TABoose"" Tour, Fall 2022",,tour matched fuzzily: '2022 Fall Taboose'; no parseable event date; no instagram link: Jon Caruso,,2022 Fall Taboose
317515,The el Goose Times Vol. 7 Fall 22 - 1st,Fall 2022,*multiple venues,tour matched fuzzily: '2022 Fall'; no parseable event date; no instagram link: Jon Caruso,,2022 Fall
317514,The el Goose Times Vol. 5 Spring/Summer 22 - 1st,Spring/Summer 2022,*multiple venues,tour matched fuzzily: '2022 Spring'; no parseable event date; no instagram link: Jon Caruso,,2022 Spring
317513,The el Goose Times Vol. 4 Winter (March) 22 - 1st,Winter (March) tour 2022,*multiple venues,tour matched fuzzily: '2022 Winter'; no parseable event date; no instagram link: Jon Caruso,,2022 Winter
317510,The el Goose Times Goosemas VIII 21 - 1st,Goosemas VIII (December 2021/February 2022),,unassigned — no show or tour; no parseable event date; no instagram link: Jon Caruso,,
317509,The el Goose Times Vol. 3 October 21 - 1st,Fall Tour 2021,*multiple venues,tour matched fuzzily: '2021 Fall'; no parseable event date; no instagram link: Jon Caruso,,2021 Fall
317508,The el Goose Times Fred the Festival Special Edition 21 - 1st,Fred the Festival,"Lockn' Farm - Arrington, VA",unassigned — no show or tour; no parseable event date; no instagram link: Jon Caruso,,
317507,The el Goose Times Vol. 2 June 21 - 1st,June 2021 tour,*multiple venues,unassigned — no show or tour; no parseable event date; no instagram link: Jon Caruso,,
317506,The el Goose Times Vol. 1 May 21 - 1st,May 2021 tour,*multiple venues,unassigned — no show or tour; no parseable event date; no instagram link: Jon Caruso,,
317493,Goose Boston 23 Perez - Concert,"September 13-14, 2023","Leader Bank Pavilion - Boston, MA",no instagram link: Derek Perez,"2023-09-13 Leader Bank Pavilion (Boston, MA) | 2023-09-14 Leader Bank Pavilion (Boston, MA)",
316927,Goose Lady Goose 22 Levy - Moon Foil Poster,,,unassigned — no show or tour; no parseable event date; no instagram link: Joshua Marc Levy,,
316917,Goose Burlington 22 Smith - Show,,"The Lawn at Midway, Burlington, VT",unassigned — no show or tour; no parseable event date,,
315592,Goose Portland 23 Tatum - 1st,"July 6, 2023","Thompson's Point - Portland, ME",no instagram link: Hannah Tatum,"2023-07-06 Thompson's Point (Portland, ME)",
315117,Goose Louisville 23 Powers - 1st,"June 22-23, 2023","Louisville Palace - Louisville, KY",no instagram link: Max Powers,"2023-06-22 Louisville Palace Theatre (Louisville, KY) | 2023-06-23 Louisville Palace Theatre (Louisville, KY)",
315061,Goose Chicago 23 Banda - 1st,"June 21, 2022","Chicago Theatre - Chicago, IL",no qualifying show on 2022-06-21; unassigned — no show or tour,,
315036,Goose Louisville 23 Mazza - 1st,"June 22-23, 2022","Palace Theater, The - Louisville, KY",no qualifying show in range 2022-06-22..2022-06-23; unassigned — no show or tour; no instagram link: Jim Mazza,,
313855,Goose New Orleans 23 Jaxtheimer - 1st,"May 2-3, 2023","Faubourg Brewery, New Orleans LA",no instagram link: Christian Jaxtheimer,"2023-05-02 Faubourg Brewing Co. (New Orleans, LA) | 2023-05-03 Faubourg Brewing Co. (New Orleans, LA)",
313772,Goose San Francisco 23 Lil Tuffy - 1st,"March 27-28, 2023","Warfield Theatre - San Francisco, CA",no instagram link: Lil Tuffy,"2023-03-28 Georgia Theatre (Athens, GA)",
313735,Goose San Diego 23 Spusta - Concert,"March 29, 2023","Cal Coast Theatre - San Diego, CA",no qualifying show on 2023-03-29; unassigned — no show or tour; no instagram link: Marq Spusta,,
313676,Goose San Francisco N1 23 Zoltron - 1st,"March 27, 2023","Warfield Theatre - San Francisco, CA",no qualifying show on 2023-03-27; unassigned — no show or tour,,
313571,Goose Boise 23 Triscari - 1st,"April 21, 2023","Knitting Factory House - Boise, ID",no instagram link: Joe Triscari,"2023-04-21 Knitting Factory Boise (Boise, ID)",
313374,Goose Chicago N2 23 Landland - Concert,"April 15, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-15 The Salt Shed (Chicago, IL)",
313371,Goose Chicago N1 23 Landland - Concert,"April 14, 2023","The Salt Shed, Chicago IL",no instagram link: Landland,"2023-04-14 The Salt Shed (Chicago, IL)",
313203,Goose Nashville N3 23 Hatch / Martin - 1st,"April 1, 2023","Ryman Auditorium - Nashville, TN",no instagram link: Hatch Show Print,"2023-04-01 Ryman Auditorium (Nashville, TN)",
313193,Goose Nashville N2 23 Hatch / Martin - 1st,"March 31, 2023","Ryman Auditorium - Nashville, TN",no instagram link: Hatch Show Print,"2023-03-31 Ryman Auditorium (Nashville, TN)",
313140,Goose Nashville N1 23 Hatch / Martin - 1st,"March 30, 2023","Ryman Auditorium - Nashville, TN",no instagram link: Hatch Show Print,"2023-03-30 Ryman Auditorium (Nashville, TN)",
313068,Goose Athens 23 Ryan - Concert,"March 28, 2023","Georgia Theatre - Athens, GA",no instagram link: Jay Ryan,"2023-03-28 Georgia Theatre (Athens, GA)",
312039,"Goose 2022.12.31 Cincinnati, OH 22 - Vinyl",12-31-2022,"Andrew J Brady Music Center - Cincinnati, OH",no instagram link: *Unknown,"2022-12-31 The Andrew J Brady Music Center (Cincinnati, OH)",
311784,Goose Alive and Well 4-LP Vinyl 20 - Non Deluxe,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311779,Goose Shenanigans Night Club Vinyl 21 - Galaxy,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311616,"Goose 11.16.2019 Buffalo, NY Compilation Vinyl 21 - Vinyl",,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311614,Goose Ted Tapes Vinyl 21 - 1st,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311609,Goose Dripfield Vinyl  22 - Pink Marble,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311529,Goose Undecided Vinyl 22 - Orange & Green Liquid,,,unassigned — no show or tour; no parseable event date; no instagram link: *Unknown,,
311455,Goose Pittsburgh 22 Besch - Show,,"Stage AE - Pittsburgh, PA",unassigned — no show or tour; no parseable event date,,
311445,Goose Dillon / Morrison [Uncut] 22 Blankenship - Show,,"Red Rocks Amphitheatre - Morrison, CO | Dillon Amphitheater - Dillon, CO",unassigned — no show or tour; no parseable event date,,
311442,Goose Las Vegas / Los Angeles 22 Gonzalez - Show,,"Greek Theatre - Los Angeles, CA | Brooklyn Bowl - Las Vegas, NV",unassigned — no show or tour; no parseable event date,,
311440,Goose Fayetteville / OKC 22 Loeffler - Show,,*multiple venues,unassigned — no show or tour; no parseable event date; no instagram link: Max Loeffler,,
311431,Goose Mission Ballroom 21 Leaming - Paper,11/21-22/2021,"Mission Ballroom - Denver, CO",no instagram link: Alex Leaming,"2021-11-21 The Mission Ballroom (Denver, CO) | 2021-11-22 The Mission Ballroom (Denver, CO)",
310767,Goose Cincinnati 22 Schaw - Show,"December 30-31, 2022","Andrew J Brady Music Center - Cincinnati, OH",no instagram link: Peter Schaw,"2022-12-30 The Andrew J Brady Music Center (Cincinnati, OH) | 2022-12-31 The Andrew J Brady Music Center (Cincinnati, OH)",
310710,Trey Anastasio Band / Goose Reading 22 Not Pollock - 1st,11/19/22,"Santander Arena - Reading, PA",no instagram link: Not Pollock,"2022-11-19 Santander Arena (Reading, PA)",
310608,Goose Boulder 22 Stiles - 1st,"December 18, 2022","Fox Theatre - Boulder, CO",no instagram link: Daniel Stiles,"2022-12-18 The Fox Theatre (Boulder, CO)",
310603,Goose Summer Tour 17 Helton - 1st,,,unassigned — no show or tour; no parseable event date,,
310334,Goose 18 Lovering - 1st,2018 Goose,,unassigned — no show or tour; no parseable event date,,
310318,Goose Atlanta [Uncut] 22 Biffle - 1st,10/01/2022 - 10/02/2022,"Pullman Yards - Atlanta, GA",no instagram link: Richard Biffle,"2022-10-01 Pullman Yards (Atlanta, GA) | 2022-10-02 Pullman Yards (Atlanta, GA)",
310314,Goose Kansas City 22 Jaxtheimer - Show,10/11/2022,"Arvest Bank Theater - Kansas City, MO",no instagram link: Christian Jaxtheimer,"2022-10-11 The Midland Theatre (Kansas City, MO)",
310013,Trey Anastasio Band / Goose Reading  22 Winters - 1st,"November 19, 2022","Santander Arena - Reading, PA",no instagram link: N.C. Winters,"2022-11-19 Santander Arena (Reading, PA)",
309991,Trey Anastasio Band / Goose Syracuse 22 Tatum - 1st,"November 18, 2022",War Memorial Oncenter - Syracuse NY,no instagram link: Hannah Tatum,"2022-11-18 Upstate Medical Arena at The Oncenter War Memorial (Syracuse, NY)",
309713,Trey Anastasio Band / Goose 22 Pollock - 1st,2022 Fall Tour,*multiple venue tour poster,no parseable event date,,2022 Fall
309607,Trey Anastasio Band / Goose Fall Tour 22 Kloc - 1st,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
309502,Goose Kansas City 22 Lange - 1st,2022-10-11,"Midland Theater - Kansas City, MO",unassigned — no show or tour; no parseable event date; no instagram link: KC Lange,,
309304,Goose Dallas 22 Mazza - 1st,"October 15, 2022","Southside Ballroom - Dallas, TX",no instagram link: Jim Mazza,"2022-10-15 South Side Ballroom (Dallas, TX)",
308856,Goose Richmond 22 Medel - 1st,"September 29-30, 2022","National, The - Richmond, VA",no instagram link: David Medel,"2022-09-29 The National (Richmond, VA) | 2022-09-30 The National (Richmond, VA)",
308477,Goose Dillon N2 22 Blankenship - 1st,,"Red Rocks Amphitheatre - Morrison, CO",unassigned — no show or tour; no parseable event date,,
308476,Goose Dillon N1 22 Blankenship - 1st,,"Dillon Amphitheater - Dillon, CO",unassigned — no show or tour; no parseable event date,,
308128,Goose Los Angeles 22 Munk One - 1st,,"Greek Theatre - Los Angeles, CA",unassigned — no show or tour; no parseable event date,,
307875,Goose Columbia 22 Race - Show,"August 12-13, 2022",Chrysalis Pavilion Columbia MD,no instagram link: Bailey Race,"2022-08-12 The Chrysalis (Columbia, MD) | 2022-08-13 The Chrysalis (Columbia, MD)",
306482,Goose Indianapolis 22 Schaw - Show,,"White River State Park - Indianapolis, IN",unassigned — no show or tour; no parseable event date; no instagram link: Peter Schaw,,
306282,Goose Lewiston 22 BioWorkZ - 1st,,"Artpark - Lewiston, NY",unassigned — no show or tour; no parseable event date,,
305685,Goose Asheville 22 Not Pollock - 1st,4/29/2022,"Salvage Station - Asheville, NC",no instagram link: Not Pollock,"2022-04-29 Salvage Station (Asheville, NC)",
304247,Goosemas Uncasville 22 Mahn - Show,2022-02-26,"Mohegan Sun Arena - Uncasville, CT",unassigned — no show or tour; no parseable event date,,
304138,Goose Charlotte 22 Wilcox - Show,2022-03-03,"Fillmore, The - Charlotte, NC",unassigned — no show or tour; no parseable event date; no instagram link: Jonathan Wilcox,,
303569,Goose MT MN WI KY [Uncut] 22 Mahn - Green,,"First Avenue -  Minneapolis, MN | Sylvee, The - Madison, WI | Elm, The - Bozeman, MT | Old Forester's Pa. Hall - Louisville, KY",unassigned — no show or tour; no parseable event date,,
303539,Goose Bend / Portland / Seattle [Uncut] 22 Fant - 1st,,*multiple venues,unassigned — no show or tour; no parseable event date,,
303536,Goose Portland / Seattle 22 Fant - Green,,"Wonder Ballroom - Portland, OR | Neptune Theatre - Seattle, WA",unassigned — no show or tour; no parseable event date,,
303435,Goose San Francisco 22 ZazzCorp - Web Purple,,,unassigned — no show or tour; no parseable event date,,
303434,Goose Bend / Portland 22 Fant - Green,,"Midtown, The - Bend, OR | Wonder Ballroom - Portland, OR",unassigned — no show or tour; no parseable event date,,
303317,Goose Shenanigans Strange Man Mood Cup 21 - 1st,Goose Shenanigans Strange Man Mood Cup 21,,unassigned — no show or tour; no parseable event date; no instagram link: Goose,,
302993,Goose The Relix Sessions Vinyl 21 - 1st,03/19/2019,,no instagram link: *Unknown,"2019-03-19 Relix Media Group (New York, NY)",
302912,Goose New York City N2 21 Race - 1st,Goose Terminal 5 2021,"Terminal 5 - New York City, NY",unassigned — no show or tour; no parseable event date; no instagram link: Bailey Race,,
302909,Goose New York City N1 21 Race - 1st,Goose Terminal 5 2021,"Terminal 5 - New York City, NY",unassigned — no show or tour; no parseable event date; no instagram link: Bailey Race,,
302908,Goose New York City [Uncut] 21 Race - 1st,Goose Terminal 5 2021,"Terminal 5 - New York City, NY",unassigned — no show or tour; no parseable event date; no instagram link: Bailey Race,,
302891,Goose NYC 20 Steely - Rainbow Foil,2020-12-11 Goosemas 7,,unassigned — no show or tour; no parseable event date,,
302887,Goose Denver N2 21 Mazza - Regular,,"Mission Ballroom - Denver, CO",unassigned — no show or tour; no parseable event date; no instagram link: Jim Mazza,,
302884,Goose Denver N1 21 Mazza - Regular,"Goose Denver,CO","Mission Ballroom - Denver, CO",unassigned — no show or tour; no parseable event date; no instagram link: Jim Mazza,,
302878,Goose Relix Session 21 Steely - 1st,,,unassigned — no show or tour; no parseable event date,,
302877,Goose Denver [Uncut] 21 Mazza - 1st,,"Mission Ballroom - Denver, CO",unassigned — no show or tour; no parseable event date; no instagram link: Jim Mazza,,
302871,Goose Shenanigans 21 Flames - Regular,Goose Shenanigans Movie Poster 2021,,unassigned — no show or tour; no parseable event date,,
301815,Goose Swanzey / New Haven 21 Powers - 1st,"2021-06-11, 2021-06-12, 2021-06-13","Westville Music Bowl - New Haven, CT | Northlands - Swanzey, NH",unassigned — no show or tour; no parseable event date; no instagram link: Max Powers,,
301656,Goose Dallas OKC KC 21 Minsloff - Regular,11/13/2021-11/17/2021,"The HiFi Dallas - Dallas, TX | Truman, The - Kansas City, MO | Tower Theatre, The - Oklahoma City, OK",no instagram link: Ivan Minsloff,"2021-11-13 The Echo Lounge & Music Hall (Dallas, TX) | 2021-11-16 Tower Theatre (Oklahoma City, OK) | 2021-11-17 The Truman (Kansas City, MO)",
301172,Goose Worcester 21 Blomerth - Natural,2021-10-30 - 2021-10-31,"Palladium, The - Worcester, MA",unassigned — no show or tour; no parseable event date,,
299627,Goose OH NC MD 20 Subject Matter Studio - Regular,,*multiple venues,unassigned — no show or tour; no parseable event date; no instagram link: Drew Findley,,
299378,Goose Summer Tour 21 Lovering - Show,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
299365,Goose Norwalk 19 Lovering - 1st,2019-12-21 Goosemas 6,"Wall Street Theater - Norwalk, CT",unassigned — no show or tour; no parseable event date,,
297455,Goose Winter Tour 20 Subject Matter Studio - Blue,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Drew Findley,,
291243,Goose 20 Not Pollock - Fire OG,11/6-11/7,"South Farms - Morris, CT",no instagram link: Not Pollock,"2020-11-06 South Farms (Morris, CT) | 2020-11-07 South Farms (Morris, CT)",
291046,Goose Swanzey 20 Levy - 1st,,"Cheshire Fairgrounds - Swanzey, NH",unassigned — no show or tour; no parseable event date; no instagram link: Joshua Marc Levy,,
290232,"Goose, New York 20 Levy - 1st",,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Joshua Marc Levy,,
290176,Goose Fall Tour 19 Lovering - 1st,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date,,
289294,Goose Morris 20 Deas - Foil,2020-09-16 - 2020-09-17,"South Farms - Morris, CT",unassigned — no show or tour; no parseable event date,,
285719,Composition in Black & Cobra Chicken 20 Not Pollock - 1st,,,unassigned — no show or tour; no parseable event date; no instagram link: Not Pollock,,
280981,Goose Colorado Fall 19 Santor - 1st,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280975,Goose Midwest Fall 19 Santor - Green,,*multiple venue tour poster,unassigned — no show or tour; no parseable event date; no instagram link: Ty Santor,,
280207,Goose Wilkes-Barre 19 Not Pollock - Pink,Goose Live and Sold-Out Show at The River Street Jazz Cafe,"River Street Cafe - Plains, PA",unassigned — no show or tour; no parseable event date; no instagram link: Not Pollock,,
341075,Goose Saratoga Springs 26 Loeffler - Foil,"July 3-4, 2026","Saratoga Performing Arts Center (SPAC) - Saratoga Springs, NY",no instagram link: Max Loeffler,"2026-07-03 Albany Med Health System at SPAC (Saratoga Springs, NY) | 2026-07-04 Albany Med Health System at SPAC (Saratoga Springs, NY)",
340968,Goose Saratoga Springs 26 Schaw - Foil,"July 3-4, 2026","Saratoga Performing Arts Center (SPAC) - Saratoga Springs, NY",no instagram link: Peter Schaw,"2026-07-03 Albany Med Health System at SPAC (Saratoga Springs, NY) | 2026-07-04 Albany Med Health System at SPAC (Saratoga Springs, NY)",
340823,Goose Charleston 26 Mazza - Foil,"June 23-24, 2026","Firefly Distillery - Charleston, SC",no instagram link: Jim Mazza,"2026-06-23 Firefly Distillery (North Charleston, SC) | 2026-06-24 Firefly Distillery (North Charleston, SC)",
340824,Goose Charleston 26 Mazza - Artist,"June 23-24, 2026","Firefly Distillery - Charleston, SC",no instagram link: Jim Mazza,"2026-06-23 Firefly Distillery (North Charleston, SC) | 2026-06-24 Firefly Distillery (North Charleston, SC)",
340825,Goose Charleston 26 Mazza - Artist Foil,"June 23-24, 2026","Firefly Distillery - Charleston, SC",no instagram link: Jim Mazza,"2026-06-23 Firefly Distillery (North Charleston, SC) | 2026-06-24 Firefly Distillery (North Charleston, SC)",
340800,Goose Virginia Beach 26 Landland - Artist,"June 15-16, 2026","Dome, The - Virginia Beach, VA",no instagram link: Landland,"2026-06-15 The Dome (Virginia Beach, VA) | 2026-06-16 The Dome (Virginia Beach, VA)",
340801,Goose Virginia Beach 26 Landland - Artist Foil,"June 15-16, 2026","Dome, The - Virginia Beach, VA",no instagram link: Landland,"2026-06-15 The Dome (Virginia Beach, VA) | 2026-06-16 The Dome (Virginia Beach, VA)",
340525,Goose New York City 26 Spusta - Foil,"June 19-20, 2026","Madison Square Garden - New York City, NY",no instagram link: Marq Spusta,"2026-06-19 Madison Square Garden (New York, NY) | 2026-06-20 Madison Square Garden (New York, NY)",
341171,Goose New York City 26 Spusta - Artist,"June 19-20, 2026","Madison Square Garden - New York City, NY",no instagram link: Marq Spusta,"2026-06-19 Madison Square Garden (New York, NY) | 2026-06-20 Madison Square Garden (New York, NY)",
341172,Goose New York City 26 Spusta - Artist Blue,"June 19-20, 2026","Madison Square Garden - New York City, NY",no instagram link: Marq Spusta,"2026-06-19 Madison Square Garden (New York, NY) | 2026-06-20 Madison Square Garden (New York, NY)",
341173,Goose New York City 26 Spusta - Artist Ice,"June 19-20, 2026","Madison Square Garden - New York City, NY",no instagram link: Marq Spusta,"2026-06-19 Madison Square Garden (New York, NY) | 2026-06-20 Madison Square Garden (New York, NY)",
341174,Goose New York City 26 Spusta - Artist Yellow / Green,"June 19-20, 2026","Madison Square Garden - New York City, NY",no instagram link: Marq Spusta,"2026-06-19 Madison Square Garden (New York, NY) | 2026-06-20 Madison Square Garden (New York, NY)",
340424,Goose Toronto 26 Morning Breath - 2nd,2026-06-13,"RBC Amphitheatre - Toronto, ON, CAN",unassigned — no show or tour; no parseable event date; no instagram link: Morning Breath,,
340425,Goose Toronto 26 Morning Breath - 3rd,2026-06-13,"RBC Amphitheatre - Toronto, ON, CAN",unassigned — no show or tour; no parseable event date; no instagram link: Morning Breath,,
340151,Goose Berlin 26 Loeffler - Foil,"June 3, 2026","Festsaal Kreuzberg - Berlin, GER",no instagram link: Max Loeffler,"2026-06-03 Festsaal Kreuzberg (Berlin, DEU)",
340084,Goose Cologne 26 Schwalbe - Foil,"May 30, 2026","Burgerhaus Stollwerk - Köln, GER","venue mismatch on 2026-05-30: EB=['burgerhaus', 'ger', 'stollwerk'] db=Bürgerhaus Stollwerck","2026-05-30 Bürgerhaus Stollwerck (Cologne, DEU)",
339978,Goose European Tour 26 Hacker - Foil,2026 European Tour,"Melkweg - Amsterdam, NED",unassigned — no show or tour; no parseable event date,,
339810,Goose San Jose Del Cabo 26 Andreawan - Foil,"May 9, 2026","El Gonzo Sculpture Garden - Los Cabos, MEX",2 shows on 2026-05-09,"2026-05-09 Hotel El Ganzo (San José del Cabo, MEX) | 2026-05-09 Hotel El Ganzo (San José del Cabo, MEX)",
339786,Goose San Jose Del Cabo 26 Caraza - Foil,"May 8, 2026","El Gonzo Sculpture Garden - Los Cabos, MEX",no instagram link: Karla Caraza,"2026-05-08 Hotel El Ganzo (San José del Cabo, MEX)",
339685,Goose San Jose Del Cabo 26 Nava - Foil,"May 7, 2026","El Gonzo Sculpture Garden - Los Cabos, MEX",2 shows on 2026-05-07; no instagram link: Joaquin Nava,"2026-05-07 Hotel El Ganzo (San José del Cabo, MEX) | 2026-05-07 Hotel El Ganzo (San José del Cabo, MEX)",
339683,Goose San Jose Del Cabo 26 Garcia - Foil,"May 7, 2026","El Gonzo Sculpture Garden - Los Cabos, MEX",2 shows on 2026-05-07,"2026-05-07 Hotel El Ganzo (San José del Cabo, MEX) | 2026-05-07 Hotel El Ganzo (San José del Cabo, MEX)",
339490,Goose Irving 26 Burwell - Foil,"April 25, 2026","The Pavilion at Toyota Music Factory, Irving TX",no instagram link: Guy Burwell,"2026-04-25 The Pavilion at Toyota Music Factory (Irving, TX)",
339395,Goose New Orleans 26 Mazza - Show Foil,"April 21-22, 2026","Saenger Theatre - New Orleans, LA",no instagram link: Jim Mazza,"2026-04-21 Saenger Theatre (New Orleans, LA) | 2026-04-22 Saenger Theatre (New Orleans, LA)",
339775,Goose New Orleans 26 Mazza - Artist,"April 21-22, 2026","Saenger Theatre - New Orleans, LA",no instagram link: Jim Mazza,"2026-04-21 Saenger Theatre (New Orleans, LA) | 2026-04-22 Saenger Theatre (New Orleans, LA)",
339776,Goose New Orleans 26 Mazza - Gold Foil,"April 21-22, 2026","Saenger Theatre - New Orleans, LA",no instagram link: Jim Mazza,"2026-04-21 Saenger Theatre (New Orleans, LA) | 2026-04-22 Saenger Theatre (New Orleans, LA)",
339777,Goose New Orleans 26 Mazza - Sparkle Foil,"April 21-22, 2026","Saenger Theatre - New Orleans, LA",no instagram link: Jim Mazza,"2026-04-21 Saenger Theatre (New Orleans, LA) | 2026-04-22 Saenger Theatre (New Orleans, LA)",
339213,Goose Asheville 26 Rushing - Foil,"April 10, 2026","Exploreasheville Arena - Asheville, NC",no instagram link: Taylor Rushing,"2026-04-10 ExploreAsheville.com Arena (Asheville, NC)",
339190,Goose Asheville 26 Tatum - Foil,"April 10, 2026","Exploreasheville Arena - Asheville, NC",no instagram link: Hannah Tatum,"2026-04-10 ExploreAsheville.com Arena (Asheville, NC)",
337736,Goose Flower Hand 24 - Blanket,Summer Tour 2024,*multiple venues,tour matched fuzzily: '2024 Summer'; no parseable event date; no instagram link: Goose,,2024 Summer
337719,Goose Reflection 24 - Koozie,Summer Tour 2024,*multiple venues,tour matched fuzzily: '2024 Summer'; no parseable event date; no instagram link: Goose,,2024 Summer
337710,Goose West Coast Tour 22 Berndt - 2nd,,"Marquee Theatre - Tempe, AZ",unassigned — no show or tour; no parseable event date; no instagram link: Simon Berndt,,
337711,Goose West Coast Tour 22 Berndt - 3rd,,"Marquee Theatre - Tempe, AZ",unassigned — no show or tour; no parseable event date; no instagram link: Simon Berndt,,
337712,Goose West Coast Tour 22 Berndt - 4th,,"Marquee Theatre - Tempe, AZ",unassigned — no show or tour; no parseable event date; no instagram link: Simon Berndt,,
337575,Goose Viva El Gonzo 25 - Cat Mandala Sticker,Viva El Gonzo Festival 5/8-11/2025,"San Jose, Del Cabo, Mexico",2 shows on 2025-05-10; no instagram link: Goose,"2025-05-08 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-09 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-10 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-10 Hotel El Ganzo (San José del Cabo, MEX)",
337576,Goose Viva El Gonzo 25 - Sol y Luna MiiR Water Bottle,Viva El Gonzo Festival 5/8-11/2025,"San Jose, Del Cabo, Mexico",2 shows on 2025-05-10; no instagram link: Goose,"2025-05-08 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-09 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-10 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-10 Hotel El Ganzo (San José del Cabo, MEX)",
337577,Goose Viva El Gonzo 25 - Sol y Luna Zip-Up Hoodie,Viva El Gonzo Festival 5/8-11/2025,"San Jose, Del Cabo, Mexico",2 shows on 2025-05-10; no instagram link: Goose,"2025-05-08 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-09 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-10 Hotel El Ganzo (San José del Cabo, MEX) | 2025-05-10 Hotel El Ganzo (San José del Cabo, MEX)",
